##############################################################################
## BCSC IOC CSV Feedlist - URLs                                              #
#                                                                            #
## Generado en la fecha 2021-07-09 11:17:15.158524                           #
##############################################################################
#
# value, event_info, event_date 
"http://tools-test.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://good.hzlo.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://tools-update.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://good.mincesur.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://toolsupdate.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://gotoe3.tw/","FBI FLASH A-000071-MW","2016-05-06"
"http://topsec2014.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://gsmart.com.au/","FBI FLASH A-000071-MW","2016-05-06"
"http://transcandence.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://haft-honar.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://travelingmu.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://healthslie.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://truesma.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://hitwise-analytics.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://ts2.moobesring.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://hrsolutions.we11point.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://tsv-albertshofen.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://huchin.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://tulane.simple-url.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://ichener-duwackstumbe.de/","FBI FLASH A-000071-MW","2016-05-06"
"http://ukupdate.masteradvz.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://iesecs.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://unitnews.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://images.googlewebcache.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://universofoot.com.br/","FBI FLASH A-000071-MW","2016-05-06"
"http://int-news.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://up.gtalklite.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://iotqduzgha.vtre.qvofj.qypvthu.loqu.forum.mythem.es/","FBI FLASH A-000071-MW","2016-05-06"
"http://update.moobesring.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://iptsb.us/","FBI FLASH A-000071-MW","2016-05-06"
"http://update19.homelinux.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://it02.masteradvz.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://update4.moobesring.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://jack.hzlo.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://updates.dns05.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://jackymo.zapto.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://vinday.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://jamli.zapto.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://we11point.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://jamlijohn.servecounterstrike.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://web.truesma.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://jamlitop.zapto.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://webmail.bitdefendor.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://japan.likescandy.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://webmail.cechire.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://jerry.servemp3.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://webmail.tendgroup.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://jigsore.nasky.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://webmail.truesma.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://joe-grippaldi.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://webshost.sytes.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://k01.moobesring.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://webshost2.zapto.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://kgfabriks.in/","FBI FLASH A-000071-MW","2016-05-06"
"http://whatwhowhat.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://Kinure-desrt.su/","FBI FLASH A-000071-MW","2016-05-06"
"http://white-home.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://kitsoft.ru/","FBI FLASH A-000071-MW","2016-05-06"
"http://who.hzlo.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://kor.whatwhowhat.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://woodcreations.com.pk/","FBI FLASH A-000071-MW","2016-05-06"
"http://late.blogsite.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://www.authentiy.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://latecoere.blogdns.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://www.bitdefendor.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://latecoere.blogdns.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://www.consistwa.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://led-professional-symposium.org/","FBI FLASH A-000071-MW","2016-05-06"
"http://www.healthslie.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://cache.dnsde.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://lenovo.gicp.net/","FBI FLASH A-000071-MW","2016-05-06"
"http://www.huchin.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://aol.is-a-bookkeeper.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://livesupdate.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://www.nsa.org.cn/","FBI FLASH A-000071-MW","2016-05-06"
"http://snecma-secure.appspot.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://login.bitdefendor.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://www.topsec2014.com/","FBI FLASH A-000071-MW","2016-05-06"
"http://www.polarroute.com/","Sakula samples (2016-05-04)","2016-05-04"
"http://polarroute.com/","Sakula samples (2016-05-04)","2016-05-04"
"http://184.168.221.36/","Sakula samples (2016-05-04)","2016-05-04"
"http://citrix.vipreclod.com/newimage.asp?imageid=grdhvynobbzobbz[0-9]+&type=\d&resid=[0-9]+","Sakula samples (2016-05-04)","2016-05-04"
"http://vipreclod.com/","Sakula samples (2016-05-04)","2016-05-04"
"http://173.255.244.151/","Sakula samples (2016-05-04)","2016-05-04"
"http://webmail.vipreclod.com/","Sakula samples (2016-05-04)","2016-05-04"
"http://web.vipreclod.com/","Sakula samples (2016-05-04)","2016-05-04"
"http://www.northpoleroute.com/","Sakula samples (2016-05-04)","2016-05-04"
"http://northpoleroute.com/","Sakula samples (2016-05-04)","2016-05-04"
"http://208.115.125.237/","Sakula samples (2016-05-04)","2016-05-04"
"http://184.168.221.70/","Sakula samples (2016-05-04)","2016-05-04"
"http://211.224.128.232/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://61.31.203.98/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://mister.nofrillspace.com/users/web8_dice/4226/space.gif","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http:// intent.nofrillspace.com/users/web11_focus/4307/space.gif","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http:// intent.nofrillspace.com/users/web11_focus/3807/space.gif","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http:// mister.nofrillspace.com/users/web8_dice/3791/space.gif","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://www.police28122011.0fees.net//pages/013/space.gif","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://server.joomlastats.co.cc/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://box62.a-inet.net/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://joomlastats.a-inet.net/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://eclipse.a-inet.net/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://updates.joomlastats.co.cc/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://inarco.newsun.cl/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://proveedores.newsun.cl/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://portalproveedores.inarco.cl/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://mobileworld.darktech.org/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://bpl.blogsite.org/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://scienceweek.scieron.com/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://wiki.servebbs.net/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://geocities.efnet.at/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://211.63.185.157/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://175.126.111.92/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://190.96.47.9/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://175.126.123.219/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://192.192.114.1/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://209.45.65.163/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://140.135.6.36/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http://85.227.8.132/","Platinium-Cyber Espionage targeting Asia","2016-05-03"
"http.jpaols.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"ct.datangcun.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"mail.jpaols.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"ftp.skydnastwm.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"afp.mozjlla.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"ph.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"mofa.mozjlla.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"acer.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"del.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"jnt.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"pcg.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"sslc.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"at.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"lw.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"ks.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"oa.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"xxpp.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"hp.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"gumm.mozjlla.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"msn.moafee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"phi.crabdance.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"www.ghostale.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"www.ycbackap.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"asp.skyppee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"facebook.skyppee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"pop.skyppee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"mail.skyppee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"mil.skyppee.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"web.pktmedia.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"bbs.pktmedia.com","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"/el/slogin.php?uid=","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"/el/suploadfile.php?item=","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"/el/suploadfile.php","OSINT The Path to Mass-Producing Cyber Attacks by FireEye","2014-09-10"
"philippinenews.mooo.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"freebsd.extrimtur.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"articles.whynotad.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"guaranteed9.strangled.net","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"hosts.mysaol.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"web01.crabdance.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"imgs09.homenet.org","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"second.photo-frame.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"aac.indiadigest.in","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"ld.indiadigest.in","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"longc.indiadigest.in","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"cdi.indiadigest.in","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"webmm.indiadigest.in","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"webb.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"a.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"ack.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"af.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"afc.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"afnews.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"ccid.mooo.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"d6.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"de.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"dec.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"df1.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"df2.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"df3.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"df4.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"df5.huntingtomingalls.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"email.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"email.philstarnotice.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"files.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"files.philstarnotice.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"gr.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"ima03.now.im","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"img02.mooo.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"knl.russkoeumea.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"login.philstarnotice.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"mail.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"my.philippinenewss.com","OSINT - The Chronicles of the Hellsing APT: the Empire Strikes Back","2015-04-15"
"http://www.hirokawaunso.co.jp/wordpress/wp-includes/review.php?no=23485&unm=9986812&rtss=100&query=basic","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.gonnelli.it/uploads/catalogo/thumbs/thumb.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://125.206.177.152/old/viewer.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://137.74.114.227/theveniaux/webliotheque/public/css/main.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://admin.shcpa.co.kr/_asapro2/formmail/lib.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://indoweb.org/love/data/common/common.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://pennontraders.com/assets/slides/view.jsp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://support.medicalinthecloud.com/TechCenter/include/slide.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://www.anisweb.org/layout/site/style/preview.jsp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://www.hirokawaunso.co.jp/wordpress/wp-includes/review.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"http://www.mannpublicwhseltd.com/cservice.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://acanicjquery.com/slides/style.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://genieaccount.com/images/common/common.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://prestigein-am.jp/akita/wp-includes/wp-rss1.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://turnscor.com/ACT/images/slide/view.jsp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://vega.mh-tec.jp/.well-known/index.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.anca-aste.it/uploads/form/02E319AF73A33547343B71D5CB1064BC.dotm","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.apars-surgery.org/bbs/bbs_files/board_photo/menu.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.arumdaunresort.com/admin/html/user/contact.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.astedams.it/photos/image/image.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.automercado.co.cr/empleo/css/main.jsp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.calculadoras.mx/themes/pack/pilot.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.curiofirenze.com/include/inc-site.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.emilypress.com/CMWorking/Static/service/center.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.fabianiarte.com/pdf/thumbs/thumb.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.fabianiarte.com/uploads/imgup/21it-23792.jpg","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.fidesarte.it/thumb/multibox/style/common.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.forecareer.com/gdcareer/officetemplate-20nab.asp?iqxml=NVcareer183991","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.hansolhope.or.kr/welfare/notice/view.jsp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.index-consulting.jp/eng/news/index.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.lyzeum.com/popup/popup.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.paghera.com/content/view/thumb/info.asp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://www.shikshakibaat.com/classes/detail.jsp","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://yakufreshperu.com/facturacion/public/css/main.php","Anatomy of a Lazarus cyber espionage campaign","2020-12-16"
"https://139.180.208.225/ajax","Operation StealthyTrident: APTs Linked In Mongolian Supply-Chain Attack","2020-12-11"
"https://developer.firefoxapi.com/ajax","Operation StealthyTrident: APTs Linked In Mongolian Supply-Chain Attack","2020-12-11"
"http://forextradingtipsblog.com/SaudiRecognitionofIsrael.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"http://artlifelondon.com/hamas_internal_elections.rar","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://directoryswiss.com/gama/void.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://exchangeupdates.com/enterprise/Senterprise.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://exchangeupdates.com/enterprise/Wenterprise.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://forextradingtipsblog.com/AhmedMajdalani.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://forextradingtipsblog.com/SaudiRecognitionofIsrael.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://forextradingtipsblog.com/momnws.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://www.artlifelondon.com/Hamas.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://www.artlifelondon.com/beta/medias.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://www.artlifelondon.com/momnws.php","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"https://www.forextradingtipsblog.com/beta/mediasG.php?NamePC=","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"http://lifelondon.com/hamas_internal_elections.rar","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"http://ruthgreenrtg.live/xqgjdxa/yhhzireha/hknbuahwg","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"http://ruthgreenrtg.live/xqgjdxa/yhhzireha/ibcdgpuw","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"http://ruthgreenrtg.live/xqgjdxa/yhhzireha/tcpuvvfi","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"http://ruthgreenrtg.live/xqgjdxa/yhhzireha/zbkvngmnc","New Gaza Cybergang Malware Arsenal Abusing Cloud Platforms in Middle East Espionage Campaign","2020-12-14"
"http://212.114.52.148/request/httpsrequest","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://185.203.119.184/winmgt/winmgt.exe","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://chancetowin.quezknal.net/appstore/updatepatch/logs.exe","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://webtechhub.com/wordpress/wp-content/images/fbr_circular.php","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://185.203.119.184/Dropbox/request","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://nsaimmigration.com/userfiles/image/","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://185.203.119.184/fin_div/session","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://alphamike.com.mv/housing","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://mgamphs.edu.bd/info/","Updated BackConfig Malware Targeting Government and Military Organizations in South Asia","2020-05-13"
"http://51.254.60.208/common/javaupdatemain.tmp","Possible Andariel Malware","2019-07-30"
"http://51.254.60.208/common/","Possible Andariel Malware","2019-07-30"
"http://cloudsecurityservice.net/summitz/json.apk","Thalium Android malware and related infrastructure","2020-11-12"
"http://cloudsecurityservice.net/json/up.php","Thalium Android malware and related infrastructure","2020-11-12"
"http://cloudsecurityservice.net/json/files/To_7429288903983294.txt","Thalium Android malware and related infrastructure","2020-11-12"
"http://cloudsecurityservice.net/json/files/To_3819180321727067.txt","Thalium Android malware and related infrastructure","2020-11-12"
"http://www.ikrea.or.kr/main/main_board.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://www.fored.or.kr/home/board/view.php","Lazarus supply‑chain attack in South Korea","2020-11-16"
"https://www.zndance.com/shop/post.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://www.cowp.or.kr/html/board/main.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://www.style1.co.kr/main/view.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://www.erpmas.co.kr/Member/franchise_modify.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"https://www.wowpress.co.kr/customer/refuse_05.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"https://www.quecue.kr/okproj/ex_join.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://www.pcdesk.co.kr/Freeboard/mn_board.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://www.gongsinet.kr/comm/comm_gongsi.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://www.goojoo.net/board/banner01.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://www.pgak.net/service/engine/release.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"https://www.gncaf.or.kr/cafe/cafe_board.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"https://www.hsbutton.co.kr/bbs/bbs_write.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"https://www.hstudymall.co.kr/easypay/web/bottom.asp","Lazarus supply‑chain attack in South Korea","2020-11-16"
"http://89.37.226.148/technet-support/library/online-service-description.php","Russian APT28 Uses COVID-19 Lures to Deliver Zebrocy","2020-12-10"
"https://support-cloud.life/managment/cb-secure/technology.php","Russian APT28 Uses COVID-19 Lures to Deliver Zebrocy","2020-12-10"
"http://185.225.19.46:4875","SideWinder APT South Asian Territorial Themed Spear Phishing and Mobile Device Attacks","2020-12-10"
"https://185.225.19.46:4589","SideWinder APT South Asian Territorial Themed Spear Phishing and Mobile Device Attacks","2020-12-10"
"https://mlcrosoft.site/msdn.cpp","The Gh0st Remains the Same","2020-06-10"
"https://www.comcleanner.info/msdn.cpp","The Gh0st Remains the Same","2020-06-10"
"https://45.76.6.149/msdn.cpp","The Gh0st Remains the Same","2020-06-10"
"https://raw.githubusercontent.com/ksRD18pro/ksRD18/master/ntk.tmp","Turla Crutch: Keeping the “back door” open","2020-12-03"
"flash.governmentmm.com","Chinese APT group targets India and Hong Kong using new variant of MgBot malware by MalwareBytes","2020-07-21"
"bnohk.docx.zip","Chinese APT group targets India and Hong Kong using new variant of MgBot malware by MalwareBytes","2020-07-21"
